vtx-B05-n22-n4-n2	Δ = -22	bi.bi = -4	b0.bi = -2	3 x (irr-B5-11)
vtx-B05-971-135-63	Δ = 971	bi.bi = 135	b0.bi = 63	8 x (irr-B5-11) + 13 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-971-145-65-a	Δ = 971	bi.bi = 145	b0.bi = 65	20 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-65) + 2 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-971-145-65-b	Δ = 971	bi.bi = 145	b0.bi = 65	16 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-971-241-81	Δ = 971	bi.bi = 241	b0.bi = 81	17 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-1408-h)
vtx-B05-972-36-36	Δ = 972	bi.bi = 36	b0.bi = 36	36 x (irr-B5-11) + 36 x (irr-B5-32-h) + 1 x (irr-B5-55)
vtx-B05-972-65-45	Δ = 972	bi.bi = 65	b0.bi = 45	22 x (irr-B5-11) + 25 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-972-74-48	Δ = 972	bi.bi = 74	b0.bi = 48	3 x (irr-B5-11) + 44 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-972-94-54	Δ = 972	bi.bi = 94	b0.bi = 54	8 x (irr-B5-11) + 14 x (irr-B5-32-h) + 7 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-972-100-52	Δ = 972	bi.bi = 100	b0.bi = 52	35 x (irr-B5-11) + 12 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-972-110-54	Δ = 972	bi.bi = 110	b0.bi = 54	43 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-972-113-59	Δ = 972	bi.bi = 113	b0.bi = 59	1 x (irr-B5-11) + 21 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-972-123-61-a	Δ = 972	bi.bi = 123	b0.bi = 61	9 x (irr-B5-11) + 13 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-972-123-61-b	Δ = 972	bi.bi = 123	b0.bi = 61	5 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-972-129-61	Δ = 972	bi.bi = 129	b0.bi = 61	21 x (irr-B5-11) + 1 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-972-138-64	Δ = 972	bi.bi = 138	b0.bi = 64	2 x (irr-B5-11) + 20 x (irr-B5-32-h) + 3 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-972-162-68	Δ = 972	bi.bi = 162	b0.bi = 68	14 x (irr-B5-11) + 6 x (irr-B5-32-h) + 1 x (irr-B5-55) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-973-68-46	Δ = 973	bi.bi = 68	b0.bi = 46	16 x (irr-B5-11) + 32 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-973-78-48	Δ = 973	bi.bi = 78	b0.bi = 48	24 x (irr-B5-11) + 24 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-973-97-55	Δ = 973	bi.bi = 97	b0.bi = 55	2 x (irr-B5-11) + 21 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-973-107-57	Δ = 973	bi.bi = 107	b0.bi = 57	10 x (irr-B5-11) + 13 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-973-113-57	Δ = 973	bi.bi = 113	b0.bi = 57	22 x (irr-B5-11) + 1 x (irr-B5-32-h) + 8 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-973-117-59	Δ = 973	bi.bi = 117	b0.bi = 59	22 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 4 x (irr-B5-165)
vtx-B05-973-132-62	Δ = 973	bi.bi = 132	b0.bi = 62	15 x (irr-B5-11) + 8 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-973-142-64	Δ = 973	bi.bi = 142	b0.bi = 64	23 x (irr-B5-11) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-974-52-42	Δ = 974	bi.bi = 52	b0.bi = 42	17 x (irr-B5-11) + 32 x (irr-B5-32-h) + 6 x (irr-B5-55)
vtx-B05-974-71-47	Δ = 974	bi.bi = 71	b0.bi = 47	10 x (irr-B5-11) + 39 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-974-81-51	Δ = 974	bi.bi = 81	b0.bi = 51	3 x (irr-B5-11) + 21 x (irr-B5-32-h) + 9 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-974-110-58-a	Δ = 974	bi.bi = 110	b0.bi = 58	24 x (irr-B5-32-h) + 3 x (irr-B5-55) + 3 x (irr-B5-320-h)
vtx-B05-974-110-58-b	Δ = 974	bi.bi = 110	b0.bi = 58	4 x (irr-B5-11) + 20 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-974-116-58	Δ = 974	bi.bi = 116	b0.bi = 58	16 x (irr-B5-11) + 8 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-974-120-60-a	Δ = 974	bi.bi = 120	b0.bi = 60	16 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-974-120-60-b	Δ = 974	bi.bi = 120	b0.bi = 60	12 x (irr-B5-11) + 12 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-974-126-60	Δ = 974	bi.bi = 126	b0.bi = 60	24 x (irr-B5-11) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-974-135-63	Δ = 974	bi.bi = 135	b0.bi = 63	9 x (irr-B5-11) + 15 x (irr-B5-32-h) + 3 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-974-270-90	Δ = 974	bi.bi = 270	b0.bi = 90	3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-1408-h)
vtx-B05-975-55-43	Δ = 975	bi.bi = 55	b0.bi = 43	11 x (irr-B5-11) + 39 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-975-65-45	Δ = 975	bi.bi = 65	b0.bi = 45	19 x (irr-B5-11) + 31 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-975-75-47	Δ = 975	bi.bi = 75	b0.bi = 47	31 x (irr-B5-11) + 19 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-975-94-54	Δ = 975	bi.bi = 94	b0.bi = 54	5 x (irr-B5-11) + 20 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-975-104-56	Δ = 975	bi.bi = 104	b0.bi = 56	17 x (irr-B5-11) + 8 x (irr-B5-32-h) + 4 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-975-119-59	Δ = 975	bi.bi = 119	b0.bi = 59	10 x (irr-B5-11) + 15 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-975-123-61	Δ = 975	bi.bi = 123	b0.bi = 61	2 x (irr-B5-11) + 23 x (irr-B5-32-h) + 4 x (irr-B5-320-h)
vtx-B05-975-129-61	Δ = 975	bi.bi = 129	b0.bi = 61	18 x (irr-B5-11) + 7 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-975-162-72	Δ = 975	bi.bi = 162	b0.bi = 72	1 x (irr-B5-55) + 3 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-976-58-44	Δ = 976	bi.bi = 58	b0.bi = 44	5 x (irr-B5-11) + 46 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65)
vtx-B05-976-68-46	Δ = 976	bi.bi = 68	b0.bi = 46	13 x (irr-B5-11) + 38 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-976-78-48	Δ = 976	bi.bi = 78	b0.bi = 48	21 x (irr-B5-11) + 30 x (irr-B5-32-h) + 2 x (irr-B5-320-h)
vtx-B05-976-94-50	Δ = 976	bi.bi = 94	b0.bi = 50	45 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-976-107-57-a	Δ = 976	bi.bi = 107	b0.bi = 57	11 x (irr-B5-11) + 15 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-976-107-57-b	Δ = 976	bi.bi = 107	b0.bi = 57	7 x (irr-B5-11) + 19 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-976-117-59	Δ = 976	bi.bi = 117	b0.bi = 59	19 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-976-122-60	Δ = 976	bi.bi = 122	b0.bi = 60	4 x (irr-B5-11) + 22 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-976-132-62	Δ = 976	bi.bi = 132	b0.bi = 62	12 x (irr-B5-11) + 14 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-976-142-64	Δ = 976	bi.bi = 142	b0.bi = 64	20 x (irr-B5-11) + 6 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-976-156-66	Δ = 976	bi.bi = 156	b0.bi = 66	24 x (irr-B5-11) + 2 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-976-238-80	Δ = 976	bi.bi = 238	b0.bi = 80	21 x (irr-B5-11) + 6 x (irr-B5-32-h) + 1 x (irr-B5-1408-h)
vtx-B05-977-33-35	Δ = 977	bi.bi = 33	b0.bi = 35	40 x (irr-B5-11) + 37 x (irr-B5-32-h)
vtx-B05-977-62-44	Δ = 977	bi.bi = 62	b0.bi = 44	26 x (irr-B5-11) + 26 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-977-81-51	Δ = 977	bi.bi = 81	b0.bi = 51	27 x (irr-B5-32-h) + 8 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-977-91-53	Δ = 977	bi.bi = 91	b0.bi = 53	12 x (irr-B5-11) + 15 x (irr-B5-32-h) + 6 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-977-97-51	Δ = 977	bi.bi = 97	b0.bi = 51	39 x (irr-B5-11) + 13 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-977-110-58-a	Δ = 977	bi.bi = 110	b0.bi = 58	1 x (irr-B5-11) + 26 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-977-110-58-b	Δ = 977	bi.bi = 110	b0.bi = 58	5 x (irr-B5-11) + 22 x (irr-B5-32-h) + 2 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-977-120-60	Δ = 977	bi.bi = 120	b0.bi = 60	9 x (irr-B5-11) + 18 x (irr-B5-32-h) + 3 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-977-126-60	Δ = 977	bi.bi = 126	b0.bi = 60	25 x (irr-B5-11) + 2 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-977-159-67	Δ = 977	bi.bi = 159	b0.bi = 67	18 x (irr-B5-11) + 7 x (irr-B5-32-h) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-977-174-74	Δ = 977	bi.bi = 174	b0.bi = 74	2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-977-270-90	Δ = 977	bi.bi = 270	b0.bi = 90	1 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-1408-h)
vtx-B05-978-65-45	Δ = 978	bi.bi = 65	b0.bi = 45	20 x (irr-B5-11) + 33 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-978-75-47	Δ = 978	bi.bi = 75	b0.bi = 47	28 x (irr-B5-11) + 25 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-978-94-54-a	Δ = 978	bi.bi = 94	b0.bi = 54	6 x (irr-B5-11) + 22 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-978-94-54-b	Δ = 978	bi.bi = 94	b0.bi = 54	2 x (irr-B5-11) + 26 x (irr-B5-32-h) + 5 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-978-104-56	Δ = 978	bi.bi = 104	b0.bi = 56	14 x (irr-B5-11) + 14 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-978-110-56	Δ = 978	bi.bi = 110	b0.bi = 56	26 x (irr-B5-11) + 2 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-978-114-58	Δ = 978	bi.bi = 114	b0.bi = 58	26 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 4 x (irr-B5-165)
vtx-B05-978-129-61	Δ = 978	bi.bi = 129	b0.bi = 61	19 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-978-133-65	Δ = 978	bi.bi = 133	b0.bi = 65	3 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-978-139-63	Δ = 978	bi.bi = 139	b0.bi = 63	27 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-978-158-70	Δ = 978	bi.bi = 158	b0.bi = 70	1 x (irr-B5-11) + 2 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-978-254-86	Δ = 978	bi.bi = 254	b0.bi = 86	2 x (irr-B5-11) + 2 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-1408-h)
vtx-B05-979-49-41	Δ = 979	bi.bi = 49	b0.bi = 41	21 x (irr-B5-11) + 33 x (irr-B5-32-h) + 5 x (irr-B5-55)
vtx-B05-979-78-50	Δ = 979	bi.bi = 78	b0.bi = 50	7 x (irr-B5-11) + 22 x (irr-B5-32-h) + 8 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-979-97-55	Δ = 979	bi.bi = 97	b0.bi = 55	29 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-979-107-57-a	Δ = 979	bi.bi = 107	b0.bi = 57	8 x (irr-B5-11) + 21 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-979-107-57-b	Δ = 979	bi.bi = 107	b0.bi = 57	4 x (irr-B5-11) + 25 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-320-h)
vtx-B05-979-113-57	Δ = 979	bi.bi = 113	b0.bi = 57	20 x (irr-B5-11) + 9 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-979-117-59	Δ = 979	bi.bi = 117	b0.bi = 59	16 x (irr-B5-11) + 13 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-979-123-59	Δ = 979	bi.bi = 123	b0.bi = 59	28 x (irr-B5-11) + 1 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-979-146-68	Δ = 979	bi.bi = 146	b0.bi = 68	2 x (irr-B5-11) + 2 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-979-171-73	Δ = 979	bi.bi = 171	b0.bi = 73	3 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-979-267-89	Δ = 979	bi.bi = 267	b0.bi = 89	4 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-1408-h)
vtx-B05-980-52-42	Δ = 980	bi.bi = 52	b0.bi = 42	15 x (irr-B5-11) + 40 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-980-62-44	Δ = 980	bi.bi = 62	b0.bi = 44	23 x (irr-B5-11) + 32 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-980-72-46	Δ = 980	bi.bi = 72	b0.bi = 46	35 x (irr-B5-11) + 20 x (irr-B5-32-h) + 2 x (irr-B5-165)
vtx-B05-980-81-51	Δ = 980	bi.bi = 81	b0.bi = 51	1 x (irr-B5-11) + 29 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-980-91-53	Δ = 980	bi.bi = 91	b0.bi = 53	9 x (irr-B5-11) + 21 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-980-101-55	Δ = 980	bi.bi = 101	b0.bi = 55	21 x (irr-B5-11) + 9 x (irr-B5-32-h) + 3 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-980-116-58	Δ = 980	bi.bi = 116	b0.bi = 58	14 x (irr-B5-11) + 16 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-980-126-60	Δ = 980	bi.bi = 126	b0.bi = 60	22 x (irr-B5-11) + 8 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-980-136-62	Δ = 980	bi.bi = 136	b0.bi = 62	30 x (irr-B5-11) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-980-145-67	Δ = 980	bi.bi = 145	b0.bi = 67	5 x (irr-B5-32-h) + 6 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-980-149-69	Δ = 980	bi.bi = 149	b0.bi = 69	5 x (irr-B5-32-h) + 2 x (irr-B5-65) + 5 x (irr-B5-165)
vtx-B05-980-159-71	Δ = 980	bi.bi = 159	b0.bi = 71	4 x (irr-B5-11) + 1 x (irr-B5-32-h) + 3 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-980-188-76	Δ = 980	bi.bi = 188	b0.bi = 76	1 x (irr-B5-11) + 2 x (irr-B5-32-h) + 2 x (irr-B5-55) + 4 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-462)
vtx-B05-981-55-43	Δ = 981	bi.bi = 55	b0.bi = 43	9 x (irr-B5-11) + 47 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65)
vtx-B05-981-65-45	Δ = 981	bi.bi = 65	b0.bi = 45	17 x (irr-B5-11) + 39 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-981-65-47	Δ = 981	bi.bi = 65	b0.bi = 47	2 x (irr-B5-11) + 29 x (irr-B5-32-h) + 10 x (irr-B5-55)
vtx-B05-981-91-49	Δ = 981	bi.bi = 91	b0.bi = 49	49 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-981-94-54	Δ = 981	bi.bi = 94	b0.bi = 54	3 x (irr-B5-11) + 28 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-981-104-56-a	Δ = 981	bi.bi = 104	b0.bi = 56	11 x (irr-B5-11) + 20 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-981-104-56-b	Δ = 981	bi.bi = 104	b0.bi = 56	15 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-981-114-58	Δ = 981	bi.bi = 114	b0.bi = 58	23 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-981-119-59	Δ = 981	bi.bi = 119	b0.bi = 59	8 x (irr-B5-11) + 23 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-981-129-61	Δ = 981	bi.bi = 129	b0.bi = 61	16 x (irr-B5-11) + 15 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-981-129-63	Δ = 981	bi.bi = 129	b0.bi = 63	1 x (irr-B5-11) + 5 x (irr-B5-32-h) + 10 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-981-133-65	Δ = 981	bi.bi = 133	b0.bi = 65	1 x (irr-B5-11) + 5 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-981-153-65	Δ = 981	bi.bi = 153	b0.bi = 65	28 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-981-158-70	Δ = 981	bi.bi = 158	b0.bi = 70	2 x (irr-B5-11) + 4 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-982-59-43	Δ = 982	bi.bi = 59	b0.bi = 43	30 x (irr-B5-11) + 27 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-982-78-50	Δ = 982	bi.bi = 78	b0.bi = 50	4 x (irr-B5-11) + 28 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-982-88-52	Δ = 982	bi.bi = 88	b0.bi = 52	16 x (irr-B5-11) + 16 x (irr-B5-32-h) + 5 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-982-107-57	Δ = 982	bi.bi = 107	b0.bi = 57	5 x (irr-B5-11) + 27 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-982-117-61	Δ = 982	bi.bi = 117	b0.bi = 61	2 x (irr-B5-11) + 5 x (irr-B5-32-h) + 8 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-982-123-59	Δ = 982	bi.bi = 123	b0.bi = 59	29 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-982-142-66	Δ = 982	bi.bi = 142	b0.bi = 66	3 x (irr-B5-11) + 4 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-982-146-68	Δ = 982	bi.bi = 146	b0.bi = 68	3 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 4 x (irr-B5-165)
vtx-B05-982-171-73	Δ = 982	bi.bi = 171	b0.bi = 73	4 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-982-267-89	Δ = 982	bi.bi = 267	b0.bi = 89	5 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-1408-h)
vtx-B05-983-62-44	Δ = 983	bi.bi = 62	b0.bi = 44	24 x (irr-B5-11) + 34 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-983-91-53-a	Δ = 983	bi.bi = 91	b0.bi = 53	10 x (irr-B5-11) + 23 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-983-91-53-b	Δ = 983	bi.bi = 91	b0.bi = 53	6 x (irr-B5-11) + 27 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-983-101-55	Δ = 983	bi.bi = 101	b0.bi = 55	18 x (irr-B5-11) + 15 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-983-107-55	Δ = 983	bi.bi = 107	b0.bi = 55	30 x (irr-B5-11) + 3 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-330)
