vtx-B05-n22-n4-n2	Δ = -22	bi.bi = -4	b0.bi = -2	3 x (irr-B5-11)
vtx-B05-459-17-17	Δ = 459	bi.bi = 17	b0.bi = 17	17 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-55)
vtx-B05-459-46-26	Δ = 459	bi.bi = 46	b0.bi = 26	3 x (irr-B5-11) + 6 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-460-59-29	Δ = 460	bi.bi = 59	b0.bi = 29	5 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-462-46-26	Δ = 462	bi.bi = 46	b0.bi = 26	12 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-462-56-28	Δ = 462	bi.bi = 56	b0.bi = 28	12 x (irr-B5-11) + 1 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-463-59-29	Δ = 463	bi.bi = 59	b0.bi = 29	2 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-320-h)
vtx-B05-464-14-16	Δ = 464	bi.bi = 14	b0.bi = 16	21 x (irr-B5-11) + 18 x (irr-B5-32-h)
vtx-B05-464-43-25	Δ = 464	bi.bi = 43	b0.bi = 25	7 x (irr-B5-11) + 7 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-465-46-26	Δ = 465	bi.bi = 46	b0.bi = 26	1 x (irr-B5-11) + 14 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-465-56-28	Δ = 465	bi.bi = 56	b0.bi = 28	9 x (irr-B5-11) + 6 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-466-30-22	Δ = 466	bi.bi = 30	b0.bi = 22	2 x (irr-B5-11) + 14 x (irr-B5-32-h) + 5 x (irr-B5-55)
vtx-B05-467-43-25	Δ = 467	bi.bi = 43	b0.bi = 25	4 x (irr-B5-11) + 13 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-467-53-27	Δ = 467	bi.bi = 53	b0.bi = 27	16 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-165)
vtx-B05-469-40-24	Δ = 469	bi.bi = 40	b0.bi = 24	11 x (irr-B5-11) + 8 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-470-43-25	Δ = 470	bi.bi = 43	b0.bi = 25	5 x (irr-B5-11) + 15 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-471-27-21	Δ = 471	bi.bi = 27	b0.bi = 21	6 x (irr-B5-11) + 15 x (irr-B5-32-h) + 4 x (irr-B5-55)
vtx-B05-472-30-22	Δ = 472	bi.bi = 30	b0.bi = 22	22 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-472-40-24	Δ = 472	bi.bi = 40	b0.bi = 24	8 x (irr-B5-11) + 14 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-474-37-23	Δ = 474	bi.bi = 37	b0.bi = 23	15 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-476-24-20	Δ = 476	bi.bi = 24	b0.bi = 20	10 x (irr-B5-11) + 16 x (irr-B5-32-h) + 3 x (irr-B5-55)
vtx-B05-477-27-21	Δ = 477	bi.bi = 27	b0.bi = 21	4 x (irr-B5-11) + 23 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-477-37-23	Δ = 477	bi.bi = 37	b0.bi = 23	12 x (irr-B5-11) + 15 x (irr-B5-32-h) + 1 x (irr-B5-320-h)
vtx-B05-478-79-35	Δ = 478	bi.bi = 79	b0.bi = 35	3 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-479-34-22	Δ = 479	bi.bi = 34	b0.bi = 22	19 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-165)
vtx-B05-481-21-19	Δ = 481	bi.bi = 21	b0.bi = 19	14 x (irr-B5-11) + 17 x (irr-B5-32-h) + 2 x (irr-B5-55)
vtx-B05-481-50-28	Δ = 481	bi.bi = 50	b0.bi = 28	6 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-482-24-20	Δ = 482	bi.bi = 24	b0.bi = 20	8 x (irr-B5-11) + 24 x (irr-B5-32-h) + 1 x (irr-B5-65)
vtx-B05-482-63-31	Δ = 482	bi.bi = 63	b0.bi = 31	2 x (irr-B5-11) + 5 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-482-88-36	Δ = 482	bi.bi = 88	b0.bi = 36	7 x (irr-B5-11) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-484-60-30	Δ = 484	bi.bi = 60	b0.bi = 30	9 x (irr-B5-11) + 2 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-485-63-31	Δ = 485	bi.bi = 63	b0.bi = 31	3 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-486-18-18	Δ = 486	bi.bi = 18	b0.bi = 18	18 x (irr-B5-11) + 18 x (irr-B5-32-h) + 1 x (irr-B5-55)
vtx-B05-486-47-27	Δ = 486	bi.bi = 47	b0.bi = 27	4 x (irr-B5-11) + 7 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-487-60-30	Δ = 487	bi.bi = 60	b0.bi = 30	6 x (irr-B5-11) + 6 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-489-47-27	Δ = 489	bi.bi = 47	b0.bi = 27	1 x (irr-B5-11) + 13 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-489-57-29	Δ = 489	bi.bi = 57	b0.bi = 29	13 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-490-60-30	Δ = 490	bi.bi = 60	b0.bi = 30	3 x (irr-B5-11) + 12 x (irr-B5-32-h) + 2 x (irr-B5-320-h)
vtx-B05-491-15-17	Δ = 491	bi.bi = 15	b0.bi = 17	22 x (irr-B5-11) + 19 x (irr-B5-32-h)
vtx-B05-491-44-26	Δ = 491	bi.bi = 44	b0.bi = 26	8 x (irr-B5-11) + 8 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-492-47-27	Δ = 492	bi.bi = 47	b0.bi = 27	2 x (irr-B5-11) + 15 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-492-57-29	Δ = 492	bi.bi = 57	b0.bi = 29	10 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-493-31-23	Δ = 493	bi.bi = 31	b0.bi = 23	3 x (irr-B5-11) + 15 x (irr-B5-32-h) + 5 x (irr-B5-55)
vtx-B05-494-44-26	Δ = 494	bi.bi = 44	b0.bi = 26	5 x (irr-B5-11) + 14 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-494-54-28	Δ = 494	bi.bi = 54	b0.bi = 28	17 x (irr-B5-11) + 2 x (irr-B5-32-h) + 2 x (irr-B5-165)
vtx-B05-496-41-25	Δ = 496	bi.bi = 41	b0.bi = 25	12 x (irr-B5-11) + 9 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-497-44-26	Δ = 497	bi.bi = 44	b0.bi = 26	6 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-498-28-22	Δ = 498	bi.bi = 28	b0.bi = 22	7 x (irr-B5-11) + 16 x (irr-B5-32-h) + 4 x (irr-B5-55)
vtx-B05-499-31-23	Δ = 499	bi.bi = 31	b0.bi = 23	1 x (irr-B5-11) + 23 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-499-41-25	Δ = 499	bi.bi = 41	b0.bi = 25	9 x (irr-B5-11) + 15 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-501-38-24	Δ = 501	bi.bi = 38	b0.bi = 24	16 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-503-25-21	Δ = 503	bi.bi = 25	b0.bi = 21	11 x (irr-B5-11) + 17 x (irr-B5-32-h) + 3 x (irr-B5-55)
vtx-B05-504-28-22	Δ = 504	bi.bi = 28	b0.bi = 22	5 x (irr-B5-11) + 24 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-504-38-24	Δ = 504	bi.bi = 38	b0.bi = 24	13 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-320-h)
vtx-B05-504-92-38	Δ = 504	bi.bi = 92	b0.bi = 38	4 x (irr-B5-11) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-505-80-36	Δ = 505	bi.bi = 80	b0.bi = 36	1 x (irr-B5-11) + 4 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-506-35-23	Δ = 506	bi.bi = 35	b0.bi = 23	20 x (irr-B5-11) + 11 x (irr-B5-32-h) + 1 x (irr-B5-165)
vtx-B05-506-64-32	Δ = 506	bi.bi = 64	b0.bi = 32	6 x (irr-B5-11) + 3 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-507-67-33	Δ = 507	bi.bi = 67	b0.bi = 33	7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-508-22-20	Δ = 508	bi.bi = 22	b0.bi = 20	15 x (irr-B5-11) + 18 x (irr-B5-32-h) + 2 x (irr-B5-55)
vtx-B05-508-51-29	Δ = 508	bi.bi = 51	b0.bi = 29	1 x (irr-B5-11) + 7 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-509-25-21	Δ = 509	bi.bi = 25	b0.bi = 21	9 x (irr-B5-11) + 25 x (irr-B5-32-h) + 1 x (irr-B5-65)
vtx-B05-509-64-32	Δ = 509	bi.bi = 64	b0.bi = 32	3 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-509-89-37	Δ = 509	bi.bi = 89	b0.bi = 37	8 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-511-61-31	Δ = 511	bi.bi = 61	b0.bi = 31	10 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-512-64-32-a	Δ = 512	bi.bi = 64	b0.bi = 32	4 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-512-64-32-b	Δ = 512	bi.bi = 64	b0.bi = 32	12 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-513-19-19	Δ = 513	bi.bi = 19	b0.bi = 19	19 x (irr-B5-11) + 19 x (irr-B5-32-h) + 1 x (irr-B5-55)
vtx-B05-513-48-28	Δ = 513	bi.bi = 48	b0.bi = 28	5 x (irr-B5-11) + 8 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-514-61-31	Δ = 514	bi.bi = 61	b0.bi = 31	7 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-515-35-25	Δ = 515	bi.bi = 35	b0.bi = 25	15 x (irr-B5-32-h) + 6 x (irr-B5-55)
vtx-B05-516-48-28	Δ = 516	bi.bi = 48	b0.bi = 28	2 x (irr-B5-11) + 14 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-516-58-30	Δ = 516	bi.bi = 58	b0.bi = 30	14 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-517-61-31	Δ = 517	bi.bi = 61	b0.bi = 31	4 x (irr-B5-11) + 13 x (irr-B5-32-h) + 2 x (irr-B5-320-h)
vtx-B05-518-16-18	Δ = 518	bi.bi = 16	b0.bi = 18	23 x (irr-B5-11) + 20 x (irr-B5-32-h)
vtx-B05-518-45-27	Δ = 518	bi.bi = 45	b0.bi = 27	9 x (irr-B5-11) + 9 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-519-48-28	Δ = 519	bi.bi = 48	b0.bi = 28	3 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-519-58-30	Δ = 519	bi.bi = 58	b0.bi = 30	11 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-520-32-24	Δ = 520	bi.bi = 32	b0.bi = 24	4 x (irr-B5-11) + 16 x (irr-B5-32-h) + 5 x (irr-B5-55)
vtx-B05-521-45-27	Δ = 521	bi.bi = 45	b0.bi = 27	6 x (irr-B5-11) + 15 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-521-55-29	Δ = 521	bi.bi = 55	b0.bi = 29	18 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-165)
vtx-B05-522-48-28	Δ = 522	bi.bi = 48	b0.bi = 28	22 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-523-42-26	Δ = 523	bi.bi = 42	b0.bi = 26	13 x (irr-B5-11) + 10 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-524-45-27	Δ = 524	bi.bi = 45	b0.bi = 27	7 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-525-29-23	Δ = 525	bi.bi = 29	b0.bi = 23	8 x (irr-B5-11) + 17 x (irr-B5-32-h) + 4 x (irr-B5-55)
vtx-B05-526-32-24	Δ = 526	bi.bi = 32	b0.bi = 24	2 x (irr-B5-11) + 24 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-526-42-26	Δ = 526	bi.bi = 42	b0.bi = 26	10 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-526-96-40	Δ = 526	bi.bi = 96	b0.bi = 40	1 x (irr-B5-11) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-527-84-38	Δ = 527	bi.bi = 84	b0.bi = 38	2 x (irr-B5-11) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-528-39-25	Δ = 528	bi.bi = 39	b0.bi = 25	17 x (irr-B5-11) + 11 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-528-68-34	Δ = 528	bi.bi = 68	b0.bi = 34	3 x (irr-B5-11) + 4 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-530-26-22	Δ = 530	bi.bi = 26	b0.bi = 22	12 x (irr-B5-11) + 18 x (irr-B5-32-h) + 3 x (irr-B5-55)
vtx-B05-531-29-23	Δ = 531	bi.bi = 29	b0.bi = 23	6 x (irr-B5-11) + 25 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-531-39-25	Δ = 531	bi.bi = 39	b0.bi = 25	14 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-320-h)
vtx-B05-531-68-34	Δ = 531	bi.bi = 68	b0.bi = 34	6 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-531-93-39	Δ = 531	bi.bi = 93	b0.bi = 39	5 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-532-81-37	Δ = 532	bi.bi = 81	b0.bi = 37	2 x (irr-B5-11) + 5 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-533-36-24	Δ = 533	bi.bi = 36	b0.bi = 24	21 x (irr-B5-11) + 12 x (irr-B5-32-h) + 1 x (irr-B5-165)
vtx-B05-533-65-33	Δ = 533	bi.bi = 65	b0.bi = 33	7 x (irr-B5-11) + 1 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-534-68-34	Δ = 534	bi.bi = 68	b0.bi = 34	1 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-534-78-36	Δ = 534	bi.bi = 78	b0.bi = 36	9 x (irr-B5-11) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-535-23-21	Δ = 535	bi.bi = 23	b0.bi = 21	16 x (irr-B5-11) + 19 x (irr-B5-32-h) + 2 x (irr-B5-55)
vtx-B05-535-52-30	Δ = 535	bi.bi = 52	b0.bi = 30	2 x (irr-B5-11) + 8 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-536-26-22	Δ = 536	bi.bi = 26	b0.bi = 22	10 x (irr-B5-11) + 26 x (irr-B5-32-h) + 1 x (irr-B5-65)
vtx-B05-536-65-33	Δ = 536	bi.bi = 65	b0.bi = 33	4 x (irr-B5-11) + 7 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-536-90-38	Δ = 536	bi.bi = 90	b0.bi = 38	9 x (irr-B5-11) + 2 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-538-62-32	Δ = 538	bi.bi = 62	b0.bi = 32	11 x (irr-B5-11) + 2 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-539-65-33-a	Δ = 539	bi.bi = 65	b0.bi = 33	5 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-539-65-33-b	Δ = 539	bi.bi = 65	b0.bi = 33	1 x (irr-B5-11) + 13 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-540-20-20	Δ = 540	bi.bi = 20	b0.bi = 20	20 x (irr-B5-11) + 20 x (irr-B5-32-h) + 1 x (irr-B5-55)
vtx-B05-540-49-29	Δ = 540	bi.bi = 49	b0.bi = 29	6 x (irr-B5-11) + 9 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-541-52-30	Δ = 541	bi.bi = 52	b0.bi = 30	16 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-541-62-32	Δ = 541	bi.bi = 62	b0.bi = 32	8 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-542-36-26	Δ = 542	bi.bi = 36	b0.bi = 26	1 x (irr-B5-11) + 16 x (irr-B5-32-h) + 6 x (irr-B5-55)
vtx-B05-543-49-29	Δ = 543	bi.bi = 49	b0.bi = 29	3 x (irr-B5-11) + 15 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-543-59-31	Δ = 543	bi.bi = 59	b0.bi = 31	15 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-544-62-32	Δ = 544	bi.bi = 62	b0.bi = 32	5 x (irr-B5-11) + 14 x (irr-B5-32-h) + 2 x (irr-B5-320-h)
vtx-B05-545-17-19	Δ = 545	bi.bi = 17	b0.bi = 19	24 x (irr-B5-11) + 21 x (irr-B5-32-h)
vtx-B05-545-46-28	Δ = 545	bi.bi = 46	b0.bi = 28	10 x (irr-B5-11) + 10 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-546-49-29	Δ = 546	bi.bi = 49	b0.bi = 29	4 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-546-59-31	Δ = 546	bi.bi = 59	b0.bi = 31	12 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-547-33-25	Δ = 547	bi.bi = 33	b0.bi = 25	5 x (irr-B5-11) + 17 x (irr-B5-32-h) + 5 x (irr-B5-55)
vtx-B05-548-46-28	Δ = 548	bi.bi = 46	b0.bi = 28	7 x (irr-B5-11) + 16 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-548-56-30	Δ = 548	bi.bi = 56	b0.bi = 30	19 x (irr-B5-11) + 4 x (irr-B5-32-h) + 2 x (irr-B5-165)
vtx-B05-549-49-29	Δ = 549	bi.bi = 49	b0.bi = 29	1 x (irr-B5-11) + 23 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-550-43-27	Δ = 550	bi.bi = 43	b0.bi = 27	14 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-550-72-36	Δ = 550	bi.bi = 72	b0.bi = 36	5 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-551-46-28	Δ = 551	bi.bi = 46	b0.bi = 28	8 x (irr-B5-11) + 18 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-552-30-24	Δ = 552	bi.bi = 30	b0.bi = 24	9 x (irr-B5-11) + 18 x (irr-B5-32-h) + 4 x (irr-B5-55)
vtx-B05-553-33-25	Δ = 553	bi.bi = 33	b0.bi = 25	3 x (irr-B5-11) + 25 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-553-43-27	Δ = 553	bi.bi = 43	b0.bi = 27	11 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-553-97-41	Δ = 553	bi.bi = 97	b0.bi = 41	2 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-554-85-39	Δ = 554	bi.bi = 85	b0.bi = 39	3 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-555-40-26	Δ = 555	bi.bi = 40	b0.bi = 26	18 x (irr-B5-11) + 12 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-555-69-35	Δ = 555	bi.bi = 69	b0.bi = 35	4 x (irr-B5-11) + 1 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-556-82-38	Δ = 556	bi.bi = 82	b0.bi = 38	6 x (irr-B5-11) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-557-27-23	Δ = 557	bi.bi = 27	b0.bi = 23	13 x (irr-B5-11) + 19 x (irr-B5-32-h) + 3 x (irr-B5-55)
vtx-B05-558-30-24	Δ = 558	bi.bi = 30	b0.bi = 24	7 x (irr-B5-11) + 26 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-558-40-26	Δ = 558	bi.bi = 40	b0.bi = 26	15 x (irr-B5-11) + 18 x (irr-B5-32-h) + 1 x (irr-B5-320-h)
vtx-B05-558-69-35	Δ = 558	bi.bi = 69	b0.bi = 35	1 x (irr-B5-11) + 7 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-558-94-40	Δ = 558	bi.bi = 94	b0.bi = 40	6 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-559-82-38	Δ = 559	bi.bi = 82	b0.bi = 38	3 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-560-37-25	Δ = 560	bi.bi = 37	b0.bi = 25	22 x (irr-B5-11) + 13 x (irr-B5-32-h) + 1 x (irr-B5-165)
vtx-B05-560-66-34	Δ = 560	bi.bi = 66	b0.bi = 34	8 x (irr-B5-11) + 2 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-561-69-35	Δ = 561	bi.bi = 69	b0.bi = 35	2 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-561-79-37	Δ = 561	bi.bi = 79	b0.bi = 37	10 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-562-24-22	Δ = 562	bi.bi = 24	b0.bi = 22	17 x (irr-B5-11) + 20 x (irr-B5-32-h) + 2 x (irr-B5-55)
vtx-B05-562-53-31	Δ = 562	bi.bi = 53	b0.bi = 31	3 x (irr-B5-11) + 9 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-563-27-23	Δ = 563	bi.bi = 27	b0.bi = 23	11 x (irr-B5-11) + 27 x (irr-B5-32-h) + 1 x (irr-B5-65)
vtx-B05-563-66-34	Δ = 563	bi.bi = 66	b0.bi = 34	5 x (irr-B5-11) + 8 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-563-91-39	Δ = 563	bi.bi = 91	b0.bi = 39	10 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-565-53-31	Δ = 565	bi.bi = 53	b0.bi = 31	15 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-565-63-33	Δ = 565	bi.bi = 63	b0.bi = 33	12 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-566-66-34-a	Δ = 566	bi.bi = 66	b0.bi = 34	2 x (irr-B5-11) + 14 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h)
