vtx-B03-n5-n3-n1	Δ = -5	bi.bi = -3	b0.bi = -1	2 x (irr-B3-8)
vtx-B03-261-33-17	Δ = 261	bi.bi = 33	b0.bi = 17	19 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-261-35-17	Δ = 261	bi.bi = 35	b0.bi = 17	18 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-262-16-12	Δ = 262	bi.bi = 16	b0.bi = 12	32 x (irr-B3-8) + 1 x (irr-B3-27)
vtx-B03-262-25-15	Δ = 262	bi.bi = 25	b0.bi = 15	15 x (irr-B3-7) + 10 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-262-41-19	Δ = 262	bi.bi = 41	b0.bi = 19	9 x (irr-B3-7) + 4 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-262-46-20	Δ = 262	bi.bi = 46	b0.bi = 20	7 x (irr-B3-7) + 4 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-262-56-22	Δ = 262	bi.bi = 56	b0.bi = 22	3 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-262-61-23	Δ = 262	bi.bi = 61	b0.bi = 23	1 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-262-96-28	Δ = 262	bi.bi = 96	b0.bi = 28	6 x (irr-B3-8) + 1 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-263-17-13	Δ = 263	bi.bi = 17	b0.bi = 13	11 x (irr-B3-7) + 18 x (irr-B3-8) + 3 x (irr-B3-21)
vtx-B03-263-33-17	Δ = 263	bi.bi = 33	b0.bi = 17	5 x (irr-B3-7) + 12 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-263-38-18	Δ = 263	bi.bi = 38	b0.bi = 18	3 x (irr-B3-7) + 12 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-264-38-18	Δ = 264	bi.bi = 38	b0.bi = 18	14 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-264-43-19	Δ = 264	bi.bi = 43	b0.bi = 19	12 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-264-54-22	Δ = 264	bi.bi = 54	b0.bi = 22	8 x (irr-B3-7) + 3 x (irr-B3-21) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-264-59-23	Δ = 264	bi.bi = 59	b0.bi = 23	6 x (irr-B3-7) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-264-64-24	Δ = 264	bi.bi = 64	b0.bi = 24	4 x (irr-B3-7) + 3 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-264-78-24	Δ = 264	bi.bi = 78	b0.bi = 24	11 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-264-94-28	Δ = 264	bi.bi = 94	b0.bi = 28	5 x (irr-B3-7) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-264-99-29	Δ = 264	bi.bi = 99	b0.bi = 29	3 x (irr-B3-7) + 3 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-264-128-32	Δ = 264	bi.bi = 128	b0.bi = 32	4 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 4 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-264-155-35	Δ = 264	bi.bi = 155	b0.bi = 35	6 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-189)
vtx-B03-264-208-40	Δ = 264	bi.bi = 208	b0.bi = 40	6 x (irr-B3-7) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-168b)
vtx-B03-265-30-16	Δ = 265	bi.bi = 30	b0.bi = 16	10 x (irr-B3-7) + 14 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-265-31-17	Δ = 265	bi.bi = 31	b0.bi = 17	10 x (irr-B3-7) + 6 x (irr-B3-8) + 8 x (irr-B3-21)
vtx-B03-265-35-17	Δ = 265	bi.bi = 35	b0.bi = 17	8 x (irr-B3-7) + 14 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-265-46-20	Δ = 265	bi.bi = 46	b0.bi = 20	4 x (irr-B3-7) + 8 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-265-47-21	Δ = 265	bi.bi = 47	b0.bi = 21	4 x (irr-B3-7) + 10 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-265-51-21	Δ = 265	bi.bi = 51	b0.bi = 21	2 x (irr-B3-7) + 8 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-265-52-22	Δ = 265	bi.bi = 52	b0.bi = 22	2 x (irr-B3-7) + 10 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-265-56-22	Δ = 265	bi.bi = 56	b0.bi = 22	8 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-265-91-27	Δ = 265	bi.bi = 91	b0.bi = 27	6 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-266-22-14	Δ = 266	bi.bi = 22	b0.bi = 14	6 x (irr-B3-7) + 22 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-266-27-15	Δ = 266	bi.bi = 27	b0.bi = 15	4 x (irr-B3-7) + 22 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-266-36-18	Δ = 266	bi.bi = 36	b0.bi = 18	19 x (irr-B3-7) + 4 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-266-38-18	Δ = 266	bi.bi = 38	b0.bi = 18	16 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-267-19-13	Δ = 267	bi.bi = 19	b0.bi = 13	30 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-267-28-16	Δ = 267	bi.bi = 28	b0.bi = 16	15 x (irr-B3-7) + 8 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-267-44-20	Δ = 267	bi.bi = 44	b0.bi = 20	9 x (irr-B3-7) + 2 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-267-49-21	Δ = 267	bi.bi = 49	b0.bi = 21	7 x (irr-B3-7) + 2 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-267-59-23	Δ = 267	bi.bi = 59	b0.bi = 23	3 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-267-64-24	Δ = 267	bi.bi = 64	b0.bi = 24	1 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-267-99-29	Δ = 267	bi.bi = 99	b0.bi = 29	4 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-268-20-14	Δ = 268	bi.bi = 20	b0.bi = 14	11 x (irr-B3-7) + 16 x (irr-B3-8) + 4 x (irr-B3-21)
vtx-B03-268-33-17	Δ = 268	bi.bi = 33	b0.bi = 17	24 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-35)
vtx-B03-268-36-18	Δ = 268	bi.bi = 36	b0.bi = 18	5 x (irr-B3-7) + 10 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-268-41-19	Δ = 268	bi.bi = 41	b0.bi = 19	3 x (irr-B3-7) + 10 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-268-68-22	Δ = 268	bi.bi = 68	b0.bi = 22	23 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-112a)
vtx-B03-268-145-33	Δ = 268	bi.bi = 145	b0.bi = 33	12 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-189)
vtx-B03-269-25-15	Δ = 269	bi.bi = 25	b0.bi = 15	20 x (irr-B3-7) + 10 x (irr-B3-8) + 2 x (irr-B3-35)
vtx-B03-269-41-19	Δ = 269	bi.bi = 41	b0.bi = 19	14 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-269-46-20	Δ = 269	bi.bi = 46	b0.bi = 20	12 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-269-81-25	Δ = 269	bi.bi = 81	b0.bi = 25	11 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-269-131-33	Δ = 269	bi.bi = 131	b0.bi = 33	4 x (irr-B3-7) + 2 x (irr-B3-21) + 4 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-269-158-36	Δ = 269	bi.bi = 158	b0.bi = 36	4 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-189)
vtx-B03-270-17-13	Δ = 270	bi.bi = 17	b0.bi = 13	16 x (irr-B3-7) + 18 x (irr-B3-8) + 1 x (irr-B3-35)
vtx-B03-270-33-17	Δ = 270	bi.bi = 33	b0.bi = 17	10 x (irr-B3-7) + 12 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-270-34-18	Δ = 270	bi.bi = 34	b0.bi = 18	10 x (irr-B3-7) + 4 x (irr-B3-8) + 9 x (irr-B3-21)
vtx-B03-270-38-18	Δ = 270	bi.bi = 38	b0.bi = 18	8 x (irr-B3-7) + 12 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-270-49-21	Δ = 270	bi.bi = 49	b0.bi = 21	4 x (irr-B3-7) + 6 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-270-54-22	Δ = 270	bi.bi = 54	b0.bi = 22	2 x (irr-B3-7) + 6 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-270-59-23	Δ = 270	bi.bi = 59	b0.bi = 23	6 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-270-94-28	Δ = 270	bi.bi = 94	b0.bi = 28	4 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-271-9-11	Δ = 271	bi.bi = 9	b0.bi = 11	12 x (irr-B3-7) + 26 x (irr-B3-8)
vtx-B03-271-25-15	Δ = 271	bi.bi = 25	b0.bi = 15	6 x (irr-B3-7) + 20 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-271-30-16	Δ = 271	bi.bi = 30	b0.bi = 16	4 x (irr-B3-7) + 20 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-271-41-19	Δ = 271	bi.bi = 41	b0.bi = 19	14 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-271-54-22	Δ = 271	bi.bi = 54	b0.bi = 22	13 x (irr-B3-7) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-271-59-23	Δ = 271	bi.bi = 59	b0.bi = 23	11 x (irr-B3-7) + 1 x (irr-B3-27) + 4 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-271-64-24	Δ = 271	bi.bi = 64	b0.bi = 24	9 x (irr-B3-7) + 2 x (irr-B3-27) + 5 x (irr-B3-35)
vtx-B03-271-89-27	Δ = 271	bi.bi = 89	b0.bi = 27	12 x (irr-B3-7) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-271-94-28	Δ = 271	bi.bi = 94	b0.bi = 28	10 x (irr-B3-7) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-271-99-29	Δ = 271	bi.bi = 99	b0.bi = 29	8 x (irr-B3-7) + 2 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-271-166-38	Δ = 271	bi.bi = 166	b0.bi = 38	1 x (irr-B3-7) + 2 x (irr-B3-48) + 1 x (irr-B3-189)
vtx-B03-272-22-14	Δ = 272	bi.bi = 22	b0.bi = 14	28 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-272-31-17	Δ = 272	bi.bi = 31	b0.bi = 17	15 x (irr-B3-7) + 6 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-272-46-20	Δ = 272	bi.bi = 46	b0.bi = 20	9 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-272-47-21	Δ = 272	bi.bi = 47	b0.bi = 21	9 x (irr-B3-7) + 7 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-272-51-21	Δ = 272	bi.bi = 51	b0.bi = 21	7 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-272-52-22	Δ = 272	bi.bi = 52	b0.bi = 22	7 x (irr-B3-7) + 7 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-272-56-22	Δ = 272	bi.bi = 56	b0.bi = 22	5 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-272-62-24	Δ = 272	bi.bi = 62	b0.bi = 24	3 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-272-67-25	Δ = 272	bi.bi = 67	b0.bi = 25	1 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-272-86-26	Δ = 272	bi.bi = 86	b0.bi = 26	6 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-272-91-27-a	Δ = 272	bi.bi = 91	b0.bi = 27	4 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-272-91-27-b	Δ = 272	bi.bi = 91	b0.bi = 27	5 x (irr-B3-7) + 6 x (irr-B3-8) + 3 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-272-102-30	Δ = 272	bi.bi = 102	b0.bi = 30	2 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-272-126-32	Δ = 272	bi.bi = 126	b0.bi = 32	4 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-272-216-42	Δ = 272	bi.bi = 216	b0.bi = 42	1 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-168b)
vtx-B03-273-23-15	Δ = 273	bi.bi = 23	b0.bi = 15	11 x (irr-B3-7) + 14 x (irr-B3-8) + 5 x (irr-B3-21)
vtx-B03-273-36-18	Δ = 273	bi.bi = 36	b0.bi = 18	24 x (irr-B3-7) + 1 x (irr-B3-21) + 3 x (irr-B3-35)
vtx-B03-273-38-18	Δ = 273	bi.bi = 38	b0.bi = 18	5 x (irr-B3-7) + 16 x (irr-B3-8) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-273-39-19	Δ = 273	bi.bi = 39	b0.bi = 19	5 x (irr-B3-7) + 8 x (irr-B3-8) + 7 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-273-43-19	Δ = 273	bi.bi = 43	b0.bi = 19	3 x (irr-B3-7) + 16 x (irr-B3-8) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-273-44-20	Δ = 273	bi.bi = 44	b0.bi = 20	3 x (irr-B3-7) + 8 x (irr-B3-8) + 7 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-273-48-20	Δ = 273	bi.bi = 48	b0.bi = 20	1 x (irr-B3-7) + 16 x (irr-B3-8) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-273-71-23	Δ = 273	bi.bi = 71	b0.bi = 23	23 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-112a)
vtx-B03-273-83-25-a	Δ = 273	bi.bi = 83	b0.bi = 25	16 x (irr-B3-8) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-273-83-25-b	Δ = 273	bi.bi = 83	b0.bi = 25	1 x (irr-B3-7) + 14 x (irr-B3-8) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-273-148-34	Δ = 273	bi.bi = 148	b0.bi = 34	12 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-189)
vtx-B03-274-28-16	Δ = 274	bi.bi = 28	b0.bi = 16	20 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-274-30-16	Δ = 274	bi.bi = 30	b0.bi = 16	1 x (irr-B3-7) + 24 x (irr-B3-8) + 2 x (irr-B3-48)
vtx-B03-274-44-20	Δ = 274	bi.bi = 44	b0.bi = 20	14 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-274-49-21	Δ = 274	bi.bi = 49	b0.bi = 21	12 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-274-84-26	Δ = 274	bi.bi = 84	b0.bi = 26	11 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-274-161-37	Δ = 274	bi.bi = 161	b0.bi = 37	2 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-189)
vtx-B03-275-20-14	Δ = 275	bi.bi = 20	b0.bi = 14	16 x (irr-B3-7) + 16 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-275-36-18	Δ = 275	bi.bi = 36	b0.bi = 18	10 x (irr-B3-7) + 10 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-275-37-19	Δ = 275	bi.bi = 37	b0.bi = 19	10 x (irr-B3-7) + 2 x (irr-B3-8) + 10 x (irr-B3-21)
vtx-B03-275-41-19	Δ = 275	bi.bi = 41	b0.bi = 19	8 x (irr-B3-7) + 10 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-275-52-22	Δ = 275	bi.bi = 52	b0.bi = 22	4 x (irr-B3-7) + 4 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-275-57-23	Δ = 275	bi.bi = 57	b0.bi = 23	2 x (irr-B3-7) + 4 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-275-62-24	Δ = 275	bi.bi = 62	b0.bi = 24	4 x (irr-B3-8) + 5 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-275-97-29	Δ = 275	bi.bi = 97	b0.bi = 29	2 x (irr-B3-8) + 5 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-276-12-12	Δ = 276	bi.bi = 12	b0.bi = 12	12 x (irr-B3-7) + 24 x (irr-B3-8) + 1 x (irr-B3-21)
vtx-B03-276-28-16	Δ = 276	bi.bi = 28	b0.bi = 16	6 x (irr-B3-7) + 18 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-276-33-17	Δ = 276	bi.bi = 33	b0.bi = 17	4 x (irr-B3-7) + 18 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-276-44-20	Δ = 276	bi.bi = 44	b0.bi = 20	12 x (irr-B3-8) + 5 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-277-25-15	Δ = 277	bi.bi = 25	b0.bi = 15	26 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-277-34-18	Δ = 277	bi.bi = 34	b0.bi = 18	15 x (irr-B3-7) + 4 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-277-49-21	Δ = 277	bi.bi = 49	b0.bi = 21	9 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-277-54-22	Δ = 277	bi.bi = 54	b0.bi = 22	7 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-277-59-23	Δ = 277	bi.bi = 59	b0.bi = 23	5 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-277-65-25	Δ = 277	bi.bi = 65	b0.bi = 25	3 x (irr-B3-7) + 3 x (irr-B3-21) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-277-70-26	Δ = 277	bi.bi = 70	b0.bi = 26	1 x (irr-B3-7) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-277-89-27	Δ = 277	bi.bi = 89	b0.bi = 27	6 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-277-94-28-a	Δ = 277	bi.bi = 94	b0.bi = 28	4 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-277-94-28-b	Δ = 277	bi.bi = 94	b0.bi = 28	5 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-277-105-31	Δ = 277	bi.bi = 105	b0.bi = 31	3 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-277-129-33	Δ = 277	bi.bi = 129	b0.bi = 33	4 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-277-219-43	Δ = 277	bi.bi = 219	b0.bi = 43	1 x (irr-B3-7) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-168b)
vtx-B03-278-26-16	Δ = 278	bi.bi = 26	b0.bi = 16	11 x (irr-B3-7) + 12 x (irr-B3-8) + 6 x (irr-B3-21)
vtx-B03-278-41-19	Δ = 278	bi.bi = 41	b0.bi = 19	5 x (irr-B3-7) + 14 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-278-42-20	Δ = 278	bi.bi = 42	b0.bi = 20	5 x (irr-B3-7) + 6 x (irr-B3-8) + 8 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-278-46-20	Δ = 278	bi.bi = 46	b0.bi = 20	3 x (irr-B3-7) + 14 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-278-47-21	Δ = 278	bi.bi = 47	b0.bi = 21	3 x (irr-B3-7) + 6 x (irr-B3-8) + 8 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-278-51-21	Δ = 278	bi.bi = 51	b0.bi = 21	1 x (irr-B3-7) + 14 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-278-86-26-a	Δ = 278	bi.bi = 86	b0.bi = 26	1 x (irr-B3-7) + 12 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-278-86-26-b	Δ = 278	bi.bi = 86	b0.bi = 26	14 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-279-31-17	Δ = 279	bi.bi = 31	b0.bi = 17	20 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-279-33-17	Δ = 279	bi.bi = 33	b0.bi = 17	1 x (irr-B3-7) + 22 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-279-47-21	Δ = 279	bi.bi = 47	b0.bi = 21	14 x (irr-B3-7) + 4 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-279-52-22	Δ = 279	bi.bi = 52	b0.bi = 22	12 x (irr-B3-7) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-279-87-27	Δ = 279	bi.bi = 87	b0.bi = 27	11 x (irr-B3-7) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
